Template_ID;Template;Grade;Title;Source
452;<pers_pron_nom> zeigte höchste Eigeninitiative und identifizierte sich vollumfänglich mit <poss_dat_pl_acc_m> Aufgaben sowie dem Ort, wobei <pers_pron_nom> auch durch größte Einsatzfreude überzeugte.;Very Good;no;978-3-648-02666-3
452;<title> <name> zeigte höchste Eigeninitiative und identifizierte sich vollumfänglich mit <poss_dat_pl_acc_m> Aufgaben sowie dem Ort, wobei <pers_pron_nom> auch durch größte Einsatzfreude überzeugte.;Very Good;yes;978-3-648-02666-3
453;Auch in Situationen mit höchstem Arbeitsanfall erwies <pers_pron_nom> sich als äußerst belastbar und agierte stets ruhig und zielorientiert.;Very Good;no;978-3-648-02666-3
453;Auch in Situationen mit höchstem Arbeitsanfall erwies <title> <name> sich als äußerst belastbar und agierte stets ruhig und zielorientiert.;Very Good;yes;978-3-648-02666-3
454;<pers_pron_nom> war stets absolut zuverlässig und arbeitete immer genau.;Very Good;no;978-3-648-02666-3
454;<title> <name> war stets absolut zuverlässig und arbeitete immer genau.;Very Good;yes;978-3-648-02666-3
455;Besonders hervorheben möchten wir <poss_nom_w_pl_acc_w_pl> sehr guten Problemlösungsfähigkeiten und <poss_nom_m_n_acc_n> organisatorisches Talent, wodurch <pers_pron_nom> immer sehr gute und gewinnbringende Ergebnisse erzielte.;Very Good;no;978-3-648-02666-3
455;Besonders hervorheben möchten wir <title_dat_acc> <name> sehr guten Problemlösungsfähigkeiten und <poss_nom_m_n_acc_n> organisatorisches Talent, wodurch <pers_pron_nom> immer sehr gute und gewinnbringende Ergebnisse erzielte.;Very Good;yes;978-3-648-02666-3
456;Wegen <poss_gen_m_n> frischen, verbindlichen und kooperativen Auftretens war <pers_pron_nom> <indef_art> allseits absolut <appreciated> <contact>.;Very Good;no;978-3-648-02666-3
456;Wegen <poss_gen_m_n> frischen, verbindlichen und kooperativen Auftretens war <title> <name> <indef_art> allseits absolut <appreciated> <contact>.;Very Good;yes;978-3-648-02666-3
457;<poss_nom_m_n_acc_n> Verhalten gegenüber Vorgesetzten, Kollegen, Mitarbeitern und Kunden war stets vorbildlich.;Very Good;no;978-3-648-02666-3
457;<title_dat_acc> <name_s> Verhalten gegenüber Vorgesetzten, Kollegen, Mitarbeitern und Kunden war stets vorbildlich.;Very Good;yes;978-3-648-02666-3
458;Um <pers_pron_dat> Wissen stets auf den neuesten Stand zu halten, besuchte <pers_pron_nom> regelmäßig aus eigener Initiative Seminare und externe Veranstaltungen mit jeweils erfolgreichem Abschluss.;Good;no;978-3-648-02666-3
458;Um <pers_pron_dat> Wissen stets auf den neuesten Stand zu halten, besuchte <title> <name> regelmäßig aus eigener Initiative Seminare und externe Veranstaltungen mit jeweils erfolgreichem Abschluss.;Good;yes;978-3-648-02666-3
459;Aufgrund <poss_gen_w_pl_dat_w> sehr schnellen Auffassungsgabe arbeitete sich <pers_pron_nom> rasch in neue Aufgabengebiete ein, war vielseitig einsetzbar und überblickte dabei auch schwierige Zusammenhänge vollständig.;Good;no;978-3-648-02666-3
459;Aufgrund <poss_gen_w_pl_dat_w> sehr schnellen Auffassungsgabe arbeitete sich <title> <name> rasch in neue Aufgabengebiete ein, war vielseitig einsetzbar und überblickte dabei auch schwierige Zusammenhänge vollständig.;Good;yes;978-3-648-02666-3
460;<pers_pron_nom> setzte <poss_nom_m_n_acc_n> sehr treffsicheres, auf <poss_dat_pl_acc_m> breiten Erfahrungsschatz basierendes Urteilsvermögen sowie <poss_nom_m_n_acc_n> sehr analytisches Denken stets zum Wohle unseres Kurortes ein.;Good;no;978-3-648-02666-3
460;<title> <name> setzte <poss_nom_m_n_acc_n> sehr treffsicheres, auf <poss_dat_pl_acc_m> breiten Erfahrungsschatz basierendes Urteilsvermögen sowie <poss_nom_m_n_acc_n> sehr analytisches Denken stets zum Wohle unseres Kurortes ein.;Good;yes;978-3-648-02666-3
461;<pers_pron_nom> zeigte eine hohe Eigeninitiative und identifizierte sich voll mit <poss_dat_pl_acc_m> Aufgaben sowie dem Ort, wobei <pers_pron_nom> auch durch <poss_nom_w_pl_acc_w_pl> große Einsatzfreude überzeugte.;Good;no;978-3-648-02666-3
461;<title> <name> zeigte eine hohe Eigeninitiative und identifizierte sich voll mit <poss_dat_pl_acc_m> Aufgaben sowie dem Ort, wobei <pers_pron_nom> auch durch <poss_nom_w_pl_acc_w_pl> große Einsatzfreude überzeugte.;Good;yes;978-3-648-02666-3
462;Auch in Situationen mit hohem Arbeitsanfall erwies <pers_pron_nom> sich als sehr belastbar und agierte ruhig und zielorientiert.;Good;no;978-3-648-02666-3
462;Auch in Situationen mit hohem Arbeitsanfall erwies <title> <name> sich als sehr belastbar und agierte ruhig und zielorientiert.;Good;yes;978-3-648-02666-3
463;Besonders hervorheben möchten wir <poss_nom_w_pl_acc_w_pl> gute Problemlösungsfähigkeiten und <poss_nom_m_n_acc_n> organisatorisches Talent, wodurch <pers_pron_nom> immer gute und gewinnbringende Ergebnisse erzielte.;Good;no;978-3-648-02666-3
463;Besonders hervorheben möchten wir <title_dat_acc> <name_s> gute Problemlösungsfähigkeiten und <poss_nom_m_n_acc_n> organisatorisches Talent, wodurch <pers_pron_nom> immer gute und gewinnbringende Ergebnisse erzielte.;Good;yes;978-3-648-02666-3
464;<pers_pron_nom> verfügt über tiefer gehende Fachkenntnisse.;Satisfactory;no;978-3-648-02666-3
464;<title> <name> verfügt über tiefer gehende Fachkenntnisse.;Satisfactory;yes;978-3-648-02666-3
465;<pers_pron_nom> brachte <poss_nom_m_n_acc_n> Wissen gekonnt und effektiv in die internen Prozesse ein.;Satisfactory;no;978-3-648-02666-3
465;<title> <name> brachte <poss_nom_m_n_acc_n> Wissen gekonnt und effektiv in die internen Prozesse ein.;Satisfactory;yes;978-3-648-02666-3
466;<pers_pron_nom> besuchte mit Erfolg Seminare und externe Veranstaltungen, um <poss_nom_m_n_acc_n> Wissen auf dem neuesten Stand zu halten.;Satisfactory;no;978-3-648-02666-3
466;<title> <name> besuchte mit Erfolg Seminare und externe Veranstaltungen, um <poss_nom_m_n_acc_n> Wissen auf dem neuesten Stand zu halten.;Satisfactory;yes;978-3-648-02666-3
467;Aufgrund <poss_gen_w_pl_dat_w> schnellen Auffassungsgabe arbeitete sich <pers_pron_nom> rasch in neue Aufgabengebiete ein, war vielseitig einsetzbar und überblickte dabei auch schwierigere Zusammenhänge vollständig.;Satisfactory;no;978-3-648-02666-3
467;Aufgrund <poss_gen_w_pl_dat_w> schnellen Auffassungsgabe arbeitete sich <title> <name> rasch in neue Aufgabengebiete ein, war vielseitig einsetzbar und überblickte dabei auch schwierigere Zusammenhänge vollständig.;Satisfactory;yes;978-3-648-02666-3
468;<pers_pron_nom> setzte <poss_nom_m_n_acc_n> treffsicheres, auf <poss_dat_m_n> Erfahrungsschatz basierendes Urteilsvermögen sowie <poss_nom_m_n_acc_n> analytisches Denken regelmäßig zum Wohle des Kurortes ein.;Satisfactory;no;978-3-648-02666-3
468;<title> <name> setzte <poss_nom_m_n_acc_n> treffsicheres, auf <poss_dat_m_n> Erfahrungsschatz basierendes Urteilsvermögen sowie <poss_nom_m_n_acc_n> analytisches Denken regelmäßig zum Wohle des Kurortes ein.;Satisfactory;yes;978-3-648-02666-3
469;<pers_pron_nom> zeigte Eigeninitiative und identifizierte sich mit <poss_dat_pl_acc_m> Aufgaben sowie dem Kurort, wobei <pers_pron_nom> auch durch <poss_nom_w_pl_acc_w_pl> Einsatzfreude überzeugte.;Satisfactory;no;978-3-648-02666-3
469;<title> <name> zeigte Eigeninitiative und identifizierte sich mit <poss_dat_pl_acc_m> Aufgaben sowie dem Kurort, wobei <pers_pron_nom> auch durch <poss_nom_w_pl_acc_w_pl> Einsatzfreude überzeugte.;Satisfactory;yes;978-3-648-02666-3
470;Auch in Situationen mit hohem Arbeitsanfall erwies <pers_pron_nom> sich als belastbar und agierte ruhig und in zufriedenstellender Weise.;Satisfactory;no;978-3-648-02666-3
470;Auch in Situationen mit hohem Arbeitsanfall erwies <title> <name> sich als belastbar und agierte ruhig und in zufriedenstellender Weise.;Satisfactory;yes;978-3-648-02666-3
471;<pers_pron_nom> war in hohem Maße zuverlässig.;Satisfactory;no;978-3-648-02666-3
471;<title> <name> war in hohem Maße zuverlässig.;Satisfactory;yes;978-3-648-02666-3
472;<pers_pron_nom> zeigte Problemlösungsfähigkeiten, durch die <pers_pron_nom> zufriedenstellende und gewinnbringende Ergebnisse erzielte.;Satisfactory;no;978-3-648-02666-3
472;<title> <name> zeigte Problemlösungsfähigkeiten, durch die <pers_pron_nom> zufriedenstellende und gewinnbringende Ergebnisse erzielte.;Satisfactory;yes;978-3-648-02666-3
473;Wegen <poss_gen_m_n> verbindlichen und kooperativen Auftretens war <pers_pron_nom> <indef_art> <appreciated> <contact>.;Satisfactory;no;978-3-648-02666-3
473;Wegen <poss_gen_m_n> verbindlichen und kooperativen Auftretens war <title> <name> <indef_art> <appreciated> <contact>.;Satisfactory;yes;978-3-648-02666-3
474;<poss_nom_m_n_acc_n> Verhalten gegenüber Vorgesetzten, Kollegen, Mitarbeitern und Kunden war einwandfrei.;Satisfactory;no;978-3-648-02666-3
474;<title_dat_acc> <name_s> Verhalten gegenüber Vorgesetzten, Kollegen, Mitarbeitern und Kunden war einwandfrei.;Satisfactory;yes;978-3-648-02666-3
475;<pers_pron_nom> verfügt über ausreichende Fachkenntnisse, die <pers_pron_nom> in der Regel gekonnt in die internen Prozesse einführt.;Sufficient;no;978-3-648-02666-3
475;<title> <name> verfügt über ausreichende Fachkenntnisse, die <pers_pron_nom> in der Regel gekonnt in die internen Prozesse einführt.;Sufficient;yes;978-3-648-02666-3
476;<pers_pron_nom> besuchte mit einigem Erfolg Seminare und externe Veranstaltungen, um <poss_nom_m_n_acc_n> Wissen auf den aktuellen Stand zu bringen.;Sufficient;no;978-3-648-02666-3
476;<title> <name> besuchte mit einigem Erfolg Seminare und externe Veranstaltungen, um <poss_nom_m_n_acc_n> Wissen auf den aktuellen Stand zu bringen.;Sufficient;yes;978-3-648-02666-3
477;Aufgrund <poss_gen_w_pl_dat_w> Auffassungsgabe arbeitete sich <pers_pron_nom> meist zügig in neue Aufgabengebiete ein und überblickte dabei in der Regel auch schwierigere Zusammenhänge.;Sufficient;no;978-3-648-02666-3
477;Aufgrund <poss_gen_w_pl_dat_w> Auffassungsgabe arbeitete sich <title> <name> meist zügig in neue Aufgabengebiete ein und überblickte dabei in der Regel auch schwierigere Zusammenhänge.;Sufficient;yes;978-3-648-02666-3
478;<pers_pron_nom> setzte <poss_nom_m_n_acc_n> zumeist treffsicheres, auf <poss_dat_pl_acc_m> Erfahrungen basierendes Urteilsvermögen sowie <poss_nom_m_n_acc_n> Prozessdenken zum Wohl des Kurortes ein.;Sufficient;no;978-3-648-02666-3
478;<title> <name> setzte <poss_nom_m_n_acc_n> zumeist treffsicheres, auf <poss_dat_pl_acc_m> Erfahrungen basierendes Urteilsvermögen sowie <poss_nom_m_n_acc_n> Prozessdenken zum Wohl des Kurortes ein.;Sufficient;yes;978-3-648-02666-3
479;<pers_pron_nom> zeigte Eigeninitiative und identifizierte sich mit <poss_dat_pl_acc_m> Aufgaben sowie dem Kurort, wobei <pers_pron_nom> auch bezüglich <poss_gen_w_pl_dat_w> Einsatzfreude unsere Erwartungen erfüllen konnte.;Sufficient;no;978-3-648-02666-3
479;<title> <name> zeigte Eigeninitiative und identifizierte sich mit <poss_dat_pl_acc_m> Aufgaben sowie dem Kurort, wobei <pers_pron_nom> auch bezüglich <poss_gen_w_pl_dat_w> Einsatzfreude unsere Erwartungen erfüllen konnte.;Sufficient;yes;978-3-648-02666-3
480;In Situationen mit hohem Arbeitsanfall agierte <pers_pron_nom> ruhig und im Großen und Ganzen in zufriedenstellender Weise.;Sufficient;no;978-3-648-02666-3
480;In Situationen mit hohem Arbeitsanfall agierte <title> <name> ruhig und im Großen und Ganzen in zufriedenstellender Weise.;Sufficient;yes;978-3-648-02666-3
481;Durch <poss_nom_w_pl_acc_w_pl> Problemlösungsfähigkeiten erzielte <pers_pron_nom> stets solide Ergebnisse.;Sufficient;no;978-3-648-02666-3
481;Durch <poss_nom_w_pl_acc_w_pl> Problemlösungsfähigkeiten erzielte <title> <name> stets solide Ergebnisse.;Sufficient;yes;978-3-648-02666-3
482;<pers_pron_nom> verfügt über ein hervorragendes und umfassendes Fachwissen, das <pers_pron_nom> auch bei schwierigen Aufgaben äußerst effektiv und erfolgreich einsetzte.;Very Good;no;978-3-648-02666-3
482;<title> <name> verfügt über ein hervorragendes und umfassendes Fachwissen, das <pers_pron_nom> auch bei schwierigen Aufgaben äußerst effektiv und erfolgreich einsetzte.;Very Good;yes;978-3-648-02666-3
483;<poss_nom_w_pl_acc_w_pl> sehr gute Auffassungsgabe ermöglichte es <pers_pron_dat>, auch schwierige Situationen sofort zutreffend zu erfassen.;Very Good;no;978-3-648-02666-3
483;<poss_nom_w_pl_acc_w_pl> sehr gute Auffassungsgabe ermöglichte es <title_dat_acc> <name>, auch schwierige Situationen sofort zutreffend zu erfassen.;Very Good;yes;978-3-648-02666-3
484;Besonders hervorzuheben sind <poss_nom_w_pl_acc_w_pl> herausragenden Fähigkeiten, schnell richtige Lösungen zu finden.;Very Good;no;978-3-648-02666-3
484;Besonders hervorzuheben sind <title_dat_acc> <name_s> herausragenden Fähigkeiten, schnell richtige Lösungen zu finden.;Very Good;yes;978-3-648-02666-3
485;<pers_pron_nom> zeigte bei der Erfüllung <poss_gen_w_pl_dat_w> Aufgaben außergewöhnlich großes Engagement und Eigeninitiative.;Very Good;no;978-3-648-02666-3
485;<title> <name> zeigte bei der Erfüllung <poss_gen_w_pl_dat_w> Aufgaben außergewöhnlich großes Engagement und Eigeninitiative.;Very Good;yes;978-3-648-02666-3
486;<pers_pron_nom> arbeitete stets sehr routiniert, äußerst präzise und zügig.;Very Good;no;978-3-648-02666-3
486;<title> <name> arbeitete stets sehr routiniert, äußerst präzise und zügig.;Very Good;yes;978-3-648-02666-3
487;<pers_pron_nom> war äußerst zuverlässig und genoss unser absolutes Vertrauen.;Very Good;no;978-3-648-02666-3
487;<title> <name> war äußerst zuverlässig und genoss unser absolutes Vertrauen.;Very Good;yes;978-3-648-02666-3
488;Zusammenfassend ist festzustellen, dass <pers_pron_nom> <poss_nom_w_pl_acc_w_pl> Aufgaben als Hausmeister stets verantwortungsbewusst und zu unserer außerordentlichen Zufriedenheit erfüllt hat.;Very Good;no;978-3-648-02666-3
488;Zusammenfassend ist festzustellen, dass <title> <name> <poss_nom_w_pl_acc_w_pl> Aufgaben als Hausmeister stets verantwortungsbewusst und zu unserer außerordentlichen Zufriedenheit erfüllt hat.;Very Good;yes;978-3-648-02666-3
489;<poss_nom_m_n_acc_n> Verhalten zu Vorgesetzten, Kollegen und Mietern war zu jeder Zeit und in jeder Hinsicht einwandfrei.;Very Good;no;978-3-648-02666-3
489;<title_dat_acc> <name_s> Verhalten zu Vorgesetzten, Kollegen und Mietern war zu jeder Zeit und in jeder Hinsicht einwandfrei.;Very Good;yes;978-3-648-02666-3
490;<pers_pron_nom> war durch <poss_nom_w_pl_acc_w_pl> höfliche, hilfsbereite und zuvorkommende Art außerordentlich beliebt.;Very Good;no;978-3-648-02666-3
490;<title> <name> war durch <poss_nom_w_pl_acc_w_pl> höfliche, hilfsbereite und zuvorkommende Art außerordentlich beliebt.;Very Good;yes;978-3-648-02666-3
491;Wir bedauern <poss_nom_w_pl_acc_w_pl> Entscheidung sehr, da wir <indef_art> hoch <qualified_acc> <employee> verlieren.;Very Good;no;978-3-648-02666-3
491;Wir bedauern <title_dat_acc> <name_s> Entscheidung sehr, da wir <indef_art> hoch <qualified_acc> <employee> verlieren.;Very Good;yes;978-3-648-02666-3
492;<pers_pron_nom> verfügt über ein gutes und umfassendes Fachwissen, das <pers_pron_nom> auch bei schwierigen Aufgaben effektiv und erfolgreich einsetzte.;Good;no;978-3-648-02666-3
492;<title> <name> verfügt über ein gutes und umfassendes Fachwissen, das <pers_pron_nom> auch bei schwierigen Aufgaben effektiv und erfolgreich einsetzte.;Good;yes;978-3-648-02666-3
493;<poss_nom_w_pl_acc_w_pl> gute Auffassungsgabe ermöglichte es <pers_pron_dat>, auch schwierige Situationen sofort zutreffend zu erfassen.;Good;no;978-3-648-02666-3
493;<poss_nom_w_pl_acc_w_pl> gute Auffassungsgabe ermöglichte es <title_dat_acc> <name>, auch schwierige Situationen sofort zutreffend zu erfassen.;Good;yes;978-3-648-02666-3
494;Besonders hervorzuheben sind <poss_nom_w_pl_acc_w_pl> ausgeprägten Fähigkeiten, schnell richtige Lösungen zu finden.;Good;no;978-3-648-02666-3
494;Besonders hervorzuheben sind <title_dat_acc> <name> ausgeprägten Fähigkeiten, schnell richtige Lösungen zu finden.;Good;yes;978-3-648-02666-3
495;<pers_pron_nom> zeigte bei der Erfüllung <poss_gen_w_pl_dat_w> Aufgaben großes Engagement und Eigeninitiative.;Good;no;978-3-648-02666-3
495;<title> <name> zeigte bei der Erfüllung <poss_gen_w_pl_dat_w> Aufgaben großes Engagement und Eigeninitiative.;Good;yes;978-3-648-02666-3
496;<pers_pron_nom> arbeitete stets routiniert, präzise und zügig.;Good;no;978-3-648-02666-3
496;<title> <name> arbeitete stets routiniert, präzise und zügig.;Good;yes;978-3-648-02666-3
497;<pers_pron_nom> war äußerst zuverlässig und genoss unser volles Vertrauen.;Good;no;978-3-648-02666-3
497;<title> <name> war äußerst zuverlässig und genoss unser volles Vertrauen.;Good;yes;978-3-648-02666-3
498;Zusammenfassend ist festzustellen, dass <pers_pron_nom> <poss_nom_w_pl_acc_w_pl> Aufgaben als Hausmeister stets verantwortungsbewusst und zu unserer vollen Zufriedenheit erfüllt hat.;Good;no;978-3-648-02666-3
498;Zusammenfassend ist festzustellen, dass <title> <name> <poss_nom_w_pl_acc_w_pl> Aufgaben als Hausmeister stets verantwortungsbewusst und zu unserer vollen Zufriedenheit erfüllt hat.;Good;yes;978-3-648-02666-3
499;<poss_nom_m_n_acc_n> Verhalten zu Vorgesetzten, Kollegen und Mietern war stets einwandfrei.;Good;no;978-3-648-02666-3
499;<title_dat_acc> <name_s> Verhalten zu Vorgesetzten, Kollegen und Mietern war stets einwandfrei.;Good;yes;978-3-648-02666-3
500;<pers_pron_nom> war durch <poss_nom_w_pl_acc_w_pl> höfliche, hilfsbereite und zuvorkommende Art sehr beliebt.;Good;no;978-3-648-02666-3
500;<title> <name> war durch <poss_nom_w_pl_acc_w_pl> höfliche, hilfsbereite und zuvorkommende Art sehr beliebt.;Good;yes;978-3-648-02666-3
501;<pers_pron_nom> war im Wesentlichen <indef_art> <responsible_nom> <employee>, <def_art> umsichtig und gewissenhaft arbeiten konnte.;Sufficient;no;978-3-648-02666-3
501;<title> <name> war im Wesentlichen <indef_art> <responsible_nom> <employee>, <def_art> umsichtig und gewissenhaft arbeiten konnte.;Sufficient;yes;978-3-648-02666-3
502;<poss_nom_w_pl_acc_w_pl> Auffassungsgabe ermöglichte es <pers_pron_dat>, auch schwierige Situationen zutreffend zu erfassen.;Satisfactory;no;978-3-648-02666-3
502;<poss_nom_w_pl_acc_w_pl> Auffassungsgabe ermöglichte es <title_dat_acc> <name>, auch schwierige Situationen zutreffend zu erfassen.;Satisfactory;yes;978-3-648-02666-3
503;<pers_pron_nom> arbeitete präzise, zügig und gewissenhaft.;Satisfactory;no;978-3-648-02666-3
503;<title> <name> arbeitete präzise, zügig und gewissenhaft.;Satisfactory;yes;978-3-648-02666-3
504;<pers_pron_nom> verfügt über ein solides Fachwissen, das <pers_pron_nom> auch bei schwierigen Aufgaben effektiv einsetzte.;Satisfactory;no;978-3-648-02666-3
504;<title> <name> verfügt über ein solides Fachwissen, das <pers_pron_nom> auch bei schwierigen Aufgaben effektiv einsetzte.;Satisfactory;yes;978-3-648-02666-3
505;Hervorzuheben sind <poss_nom_w_pl_acc_w_pl> soliden Fähigkeiten, schnell richtige Lösungen zu finden.;Satisfactory;no;978-3-648-02666-3
505;Hervorzuheben sind <title_dat_acc> <name_s> soliden Fähigkeiten, schnell richtige Lösungen zu finden.;Satisfactory;yes;978-3-648-02666-3
506;<pers_pron_nom> zeigte bei der Erfüllung <poss_gen_w_pl_dat_w> Aufgaben Engagement und Eigeninitiative.;Satisfactory;no;978-3-648-02666-3
506;<title> <name> zeigte bei der Erfüllung <poss_gen_w_pl_dat_w> Aufgaben Engagement und Eigeninitiative.;Satisfactory;yes;978-3-648-02666-3
507;Auch bei sehr hohem Arbeitsanfall war <pers_pron_nom> belastbar.;Satisfactory;no;978-3-648-02666-3
507;Auch bei sehr hohem Arbeitsanfall war <title> <name> belastbar.;Satisfactory;yes;978-3-648-02666-3
508;<pers_pron_nom> war zuverlässig und genoss unser Vertrauen.;Satisfactory;no;978-3-648-02666-3
508;<title> <name> war zuverlässig und genoss unser Vertrauen.;Satisfactory;yes;978-3-648-02666-3
509;Zusammenfassend ist festzustellen, dass <pers_pron_nom> <poss_nom_w_pl_acc_w_pl> Aufgaben als Hausmeister stets verantwortungsbewusst und zu unserer Zufriedenheit erfüllt hat.;Satisfactory;no;978-3-648-02666-3
509;Zusammenfassend ist festzustellen, dass <title> <name> <poss_nom_w_pl_acc_w_pl> Aufgaben als Hausmeister stets verantwortungsbewusst und zu unserer Zufriedenheit erfüllt hat.;Satisfactory;yes;978-3-648-02666-3
510;Aufgrund <poss_gen_w_pl_dat_w> sehr guten und fundierten Fachkenntnisse und <poss_gen_w_pl_dat_w> Berufserfahrung konnte <pers_pron_nom> jederzeit flexibel eingesetzt werden.;Very Good;no;978-3-648-02666-3
510;Aufgrund <poss_gen_w_pl_dat_w> sehr guten und fundierten Fachkenntnisse und <poss_gen_w_pl_dat_w> Berufserfahrung konnte <title> <name> jederzeit flexibel eingesetzt werden.;Very Good;yes;978-3-648-02666-3
511;Mit sehr großem Erfolg nutzte <pers_pron_nom> alle Möglichkeiten, sich beruflich weiterzubilden.;Very Good;no;978-3-648-02666-3
511;Mit sehr großem Erfolg nutzte <title> <name> alle Möglichkeiten, sich beruflich weiterzubilden.;Very Good;yes;978-3-648-02666-3
512;<poss_nom_w_pl_acc_w_pl> überdurchschnittliche Auffassungsgabe befähigte <pers_pron_acc>, auch schwierige Probleme schnell zu erfassen.;Very Good;no;978-3-648-02666-3
512;<title_dat_acc> <name> überdurchschnittliche Auffassungsgabe befähigte <pers_pron_acc>, auch schwierige Probleme schnell zu erfassen.;Very Good;yes;978-3-648-02666-3
513;Besonders hervorzuheben ist <poss_nom_w_pl_acc_w_pl> Fähigkeit, jederzeit optimale Lösungen zu finden.;Very Good;no;978-3-648-02666-3
513;Besonders hervorzuheben ist <title_dat_acc> <name_s> Fähigkeit, jederzeit optimale Lösungen zu finden.;Very Good;yes;978-3-648-02666-3
514;<pers_pron_nom> war immer überdurchschnittlich motiviert und einsatzbereit.;Very Good;no;978-3-648-02666-3
514;<title> <name> war immer überdurchschnittlich motiviert und einsatzbereit.;Very Good;yes;978-3-648-02666-3
515;Auch bei höchster Belastung erreichte <pers_pron_nom> jederzeit die vereinbarten Ziele.;Very Good;no;978-3-648-02666-3
515;Auch bei höchster Belastung erreichte <title> <name> jederzeit die vereinbarten Ziele.;Very Good;yes;978-3-648-02666-3
516;<pers_pron_nom> war zudem <indef_art> außerordentlich <thoughtful_nom>, <responsible_nom> und <conscientious_nom> <employee>.;Very Good;no;978-3-648-02666-3
516;<title> <name> war zudem <indef_art> außerordentlich <thoughtful_nom>, <responsible_nom> und <conscientious_nom> <employee>.;Very Good;yes;978-3-648-02666-3
517;Hervorheben möchten wir <poss_nom_w_pl_acc_w_pl> absolute Zuverlässigkeit und <poss_nom_m_n_acc_n> Pflichtbewusstsein.;Very Good;no;978-3-648-02666-3
517;Hervorheben möchten wir <title_dat_acc> <name> absolute Zuverlässigkeit und <poss_nom_m_n_acc_n> Pflichtbewusstsein.;Very Good;yes;978-3-648-02666-3
518;<poss_nom_w_pl_acc_w_pl> Arbeitsergebnisse waren in jeder Hinsicht hervorragend.;Very Good;no;978-3-648-02666-3
518;<title_dat_acc> <name_s> Arbeitsergebnisse waren in jeder Hinsicht hervorragend.;Very Good;yes;978-3-648-02666-3
519;<pers_pron_nom> bewältigte <poss_dat_pl_acc_m> Aufgabenbereich stets zu unserer vollsten Zufriedenheit.;Very Good;no;978-3-648-02666-3
519;<title> <name> bewältigte <poss_dat_pl_acc_m> Aufgabenbereich stets zu unserer vollsten Zufriedenheit.;Very Good;yes;978-3-648-02666-3
520;<poss_nom_m_n_acc_n> kollegiales Wesen sicherte <pers_pron_dat> immer ein sehr gutes Verhältnis zu Vorgesetzten und Mitarbeitern.;Very Good;no;978-3-648-02666-3
520;<title_dat_acc> <name> kollegiales Wesen sicherte <pers_pron_dat> immer ein sehr gutes Verhältnis zu Vorgesetzten und Mitarbeitern.;Very Good;yes;978-3-648-02666-3
521;Aufgrund <poss_gen_w_pl_dat_w> guten und fundierten Fachkenntnisse und <poss_gen_w_pl_dat_w> Berufserfahrung konnte <pers_pron_nom> jederzeit flexibel eingesetzt werden.;Good;no;978-3-648-02666-3
521;Aufgrund <poss_gen_w_pl_dat_w> guten und fundierten Fachkenntnisse und <poss_gen_w_pl_dat_w> Berufserfahrung konnte <title> <name> jederzeit flexibel eingesetzt werden.;Good;yes;978-3-648-02666-3
522;Mit großem Erfolg nutzte <pers_pron_nom> alle Möglichkeiten, sich beruflich weiterzubilden.;Good;no;978-3-648-02666-3
522;Mit großem Erfolg nutzte <title> <name> alle Möglichkeiten, sich beruflich weiterzubilden.;Good;yes;978-3-648-02666-3
523;<poss_nom_w_pl_acc_w_pl> gute Auffassungsgabe befähigte <pers_pron_acc>, auch schwierige Probleme schnell zu erfassen.;Good;no;978-3-648-02666-3
523;<title_dat_acc> <name_s> gute Auffassungsgabe befähigte <pers_pron_acc>, auch schwierige Probleme schnell zu erfassen.;Good;yes;978-3-648-02666-3
524;Hervorzuheben ist <poss_nom_w_pl_acc_w_pl> Fähigkeit, jederzeit optimale Lösungen zu finden.;Good;no;978-3-648-02666-3
524;Hervorzuheben ist <title_dat_acc> <name_s> Fähigkeit, jederzeit optimale Lösungen zu finden.;Good;yes;978-3-648-02666-3
525;<pers_pron_nom> war immer sehr motiviert und einsatzbereit.;Good;no;978-3-648-02666-3
525;<title> <name> war immer sehr motiviert und einsatzbereit.;Good;yes;978-3-648-02666-3
526;Auch bei hoher Belastung erreichte <pers_pron_nom> jederzeit die vereinbarten Ziele.;Good;no;978-3-648-02666-3
526;Auch bei hoher Belastung erreichte <title> <name> jederzeit die vereinbarten Ziele.;Good;yes;978-3-648-02666-3
527;<pers_pron_nom> war zudem <indef_art> sehr <thoughtful_nom>, <responsible_nom> und <conscientious_nom> <employee>.;Good;no;978-3-648-02666-3
527;<title> <name> war zudem <indef_art> sehr <thoughtful_nom>, <responsible_nom> und <conscientious_nom> <employee>.;Good;yes;978-3-648-02666-3
528;Hervorheben möchten wir <poss_nom_w_pl_acc_w_pl> hohe Zuverlässigkeit und <poss_nom_m_n_acc_n> Pflichtbewusstsein.;Good;no;978-3-648-02666-3
528;Hervorheben möchten wir <title_dat_acc> <name> hohe Zuverlässigkeit und <poss_nom_m_n_acc_n> Pflichtbewusstsein.;Good;yes;978-3-648-02666-3
529;<poss_nom_w_pl_acc_w_pl> Arbeitsergebnisse waren in jeder Hinsicht gut.;Good;no;978-3-648-02666-3
529;<title_dat_acc> <name_s> Arbeitsergebnisse waren in jeder Hinsicht gut.;Good;yes;978-3-648-02666-3
530;<pers_pron_nom> bewältigte <poss_dat_pl_acc_m> Aufgabenbereich stets zu unserer vollen Zufriedenheit.;Good;no;978-3-648-02666-3
